2014-08-01 00:00:00,40.729,-73.9422,B02598
2014-08-01 00:00:00,40.7476,-73.9871,B02598
2014-08-01 00:00:00,40.7424,-74.0044,B02598
2014-08-01 00:00:00,40.751,-73.9869,B02598
2014-08-01 00:00:00,40.7406,-73.9902,B02598
2014-08-01 00:00:00,40.6994,-73.9591,B02617
2014-08-01 00:00:00,40.6917,-73.9398,B02617
2014-08-01 00:00:00,40.7063,-73.9223,B02617
2014-08-01 00:00:00,40.6759,-74.0168,B02617
2014-08-01 00:00:00,40.7617,-73.9847,B02617
2014-08-01 00:00:00,40.6969,-73.9064,B02617
2014-08-01 00:00:00,40.7623,-73.9751,B02617
2014-08-01 00:00:00,40.6982,-73.9669,B02617
2014-08-01 00:00:00,40.7553,-73.9253,B02617
2014-08-01 00:00:00,40.7325,-73.9876,B02682
2014-08-01 00:00:00,40.6754,-74.017,B02682
2014-08-01 00:00:00,40.7303,-74.0029,B02682
2014-08-01 00:00:00,40.7218,-73.9973,B02682
2014-08-01 00:00:00,40.7134,-74.0091,B02682
2014-08-01 00:00:00,40.7194,-73.9964,B02682
2014-08-01 00:00:00,40.762,-73.983,B02682
2014-08-01 00:00:00,40.3495,-74.0667,B02682